acq_datetime,year,month,day,department,latitude,longitude,temperature_c,humidity_pct,wind_kmh,rain_last_7d_mm,ndvi,brightness_k,frp_mw,confidence_pct,fire_risk
2015-11-23T20:06:00,2015,11,23,Santa Rosa,14.65888,-89.55122,37.43,61.9,13.18,12.05,0.53,342.67,55.61,100.0,1
2015-11-09T16:21:00,2015,11,9,Jutiapa,14.38,-90.0732,26.51,71.32,16.64,8.5,0.563,332.14,38.55,86.91,0
2015-11-11T23:36:00,2015,11,11,Zacapa,15.08682,-89.25229,21.92,51.56,12.88,22.46,0.406,320.75,21.14,60.57,0
2015-11-26T01:25:00,2015,11,26,Zacapa,15.12276,-89.76248,23.28,56.99,12.65,13.07,0.256,330.34,38.34,100.0,0
2015-11-12T01:16:00,2015,11,12,Quiché,14.88,-91.05222,28.39,65.25,13.59,0.0,0.411,332.46,57.38,100.0,1
2015-11-08T20:16:00,2015,11,8,Jutiapa,14.01958,-89.86173,27.53,73.94,15.28,12.97,0.644,314.91,36.03,71.99,0
2015-11-14T00:20:00,2015,11,14,Chiquimula,15.12441,-89.5937,22.37,45.0,10.63,16.86,0.579,328.8,26.78,78.81,0
2015-11-17T15:34:00,2015,11,17,Santa Rosa,14.34116,-89.89639,25.91,75.64,4.4,16.21,0.219,317.81,31.41,78.74,0
2015-11-25T09:34:00,2015,11,25,Zacapa,14.8614,-89.15065,28.31,71.74,11.66,0.0,0.552,334.34,15.06,68.44,0
2015-11-04T22:44:00,2015,11,4,Petén,17.00498,-89.60347,30.7,55.58,15.18,11.32,0.523,340.42,51.91,100.0,1
2015-11-04T18:04:00,2015,11,4,Zacapa,15.41226,-89.32427,30.05,63.63,17.98,15.52,0.261,347.26,63.55,100.0,1
2015-11-22T19:39:00,2015,11,22,Chiquimula,14.74684,-89.49842,30.88,65.52,15.15,18.09,0.366,341.6,62.86,100.0,1
2015-11-09T12:24:00,2015,11,9,Izabal,15.3982,-89.00744,33.52,77.69,16.68,9.11,0.794,337.66,45.94,100.0,0
2015-11-11T09:48:00,2015,11,11,Escuintla,14.12422,-90.2643,30.1,56.03,19.01,11.99,0.619,344.57,61.22,100.0,1
2015-11-19T09:17:00,2015,11,19,Izabal,15.98904,-88.96587,24.95,62.66,12.25,0.13,0.426,324.49,28.66,57.92,0
2015-11-05T07:44:00,2015,11,5,Huehuetenango,15.47213,-91.41308,24.49,66.66,10.7,8.96,0.515,342.89,21.75,88.85,0
2015-11-04T20:35:00,2015,11,4,Huehuetenango,15.08827,-91.89856,31.04,53.9,15.64,7.92,0.401,338.65,22.86,87.85,1
2015-11-06T00:43:00,2015,11,6,Chiquimula,14.97502,-89.78631,27.02,75.78,6.54,7.11,0.421,315.58,15.59,63.44,0
2015-11-16T16:47:00,2015,11,16,Huehuetenango,15.36871,-91.49356,28.91,46.75,9.21,17.57,0.468,331.02,43.1,100.0,0
2015-11-23T21:20:00,2015,11,23,Escuintla,14.15593,-91.23615,26.59,64.01,8.91,16.48,0.4,328.43,13.57,59.61,0
2015-11-04T03:34:00,2015,11,4,Petén,16.56861,-89.98503,36.02,51.55,7.88,5.68,0.531,340.28,31.22,100.0,1
2015-11-02T06:50:00,2015,11,2,Chiquimula,14.98742,-89.58203,33.83,59.4,10.17,10.08,0.447,338.3,50.65,100.0,1
2015-11-18T16:13:00,2015,11,18,Petén,16.94052,-89.81041,24.3,41.61,8.4,10.3,0.451,323.09,26.13,65.2,0
2015-11-07T16:38:00,2015,11,7,Petén,17.00543,-89.86244,26.17,48.86,14.48,12.23,0.582,342.47,28.15,88.47,1
2015-11-10T10:29:00,2015,11,10,Petén,16.93657,-89.96175,30.31,55.71,17.31,3.83,0.563,339.51,49.34,100.0,1
2015-11-11T19:45:00,2015,11,11,Santa Rosa,14.39447,-90.18716,35.24,43.2,6.65,12.78,0.514,335.17,42.79,100.0,0
2015-11-23T05:41:00,2015,11,23,Alta Verapaz,15.49353,-90.05158,24.58,68.33,12.6,10.7,0.694,323.88,25.87,70.32,0
2015-11-08T08:50:00,2015,11,8,Petén,17.19469,-90.32527,33.61,50.63,5.54,7.06,0.488,340.21,40.83,100.0,0
2015-11-10T11:44:00,2015,11,10,Izabal,15.52785,-88.96327,30.62,68.62,14.9,5.24,0.512,342.52,64.53,100.0,1
2015-11-16T14:13:00,2015,11,16,Jutiapa,14.58709,-90.14267,27.47,53.72,15.35,8.22,0.227,329.95,44.97,100.0,0
2015-11-12T14:00:00,2015,11,12,Izabal,15.72313,-88.66828,23.97,68.5,8.46,25.51,0.536,331.7,30.32,71.31,0
2015-11-26T08:01:00,2015,11,26,Chiquimula,14.58466,-89.81768,24.66,62.0,12.65,15.21,0.577,332.17,33.87,86.17,0
2015-11-06T06:54:00,2015,11,6,Santa Rosa,14.1769,-90.33154,32.41,62.13,3.28,2.7,0.407,322.21,26.35,78.44,0
2015-11-26T04:41:00,2015,11,26,Petén,17.3088,-89.77923,32.34,53.69,10.2,0.33,0.528,332.82,27.19,89.76,0
2015-11-15T00:31:00,2015,11,15,Escuintla,13.76263,-91.08052,24.04,55.26,14.3,15.4,0.424,323.87,25.61,82.95,0
2015-11-04T02:07:00,2015,11,4,Escuintla,14.17764,-90.49964,33.95,54.87,14.83,19.18,0.214,335.26,29.09,72.2,1
2015-12-08T23:51:00,2015,12,8,Santa Rosa,14.14331,-90.08646,28.83,57.7,14.15,7.79,0.67,338.24,42.84,100.0,0
2015-12-09T13:06:00,2015,12,9,Santa Rosa,14.3975,-90.62116,23.44,50.71,11.68,29.09,0.335,334.95,21.02,60.08,0
2015-12-02T12:03:00,2015,12,2,Alta Verapaz,15.29834,-90.3197,30.83,60.2,13.53,0.0,0.484,344.88,44.27,100.0,1
2015-12-24T06:58:00,2015,12,24,Quiché,14.82619,-91.00641,27.39,43.3,15.86,2.55,0.503,336.63,50.71,100.0,0
2015-12-23T07:08:00,2015,12,23,Alta Verapaz,15.31237,-90.33948,21.76,70.19,13.56,11.47,0.597,318.65,33.2,91.15,0
2015-12-02T14:14:00,2015,12,2,Izabal,15.75868,-88.87172,24.17,73.39,8.2,20.17,0.523,325.78,39.82,79.63,0
2015-12-21T07:23:00,2015,12,21,Jutiapa,14.30839,-90.53285,30.37,72.83,12.64,4.4,0.634,326.02,49.48,100.0,0
2015-12-10T22:43:00,2015,12,10,Huehuetenango,15.3311,-91.53483,28.91,50.55,12.69,1.56,0.387,340.6,44.02,100.0,1
2015-12-01T02:58:00,2015,12,1,Alta Verapaz,15.33067,-90.80108,27.8,64.26,15.63,11.35,0.373,332.13,57.19,100.0,0
2015-12-16T20:46:00,2015,12,16,Petén,16.66427,-89.94885,24.45,61.07,9.65,0.0,0.53,332.21,59.38,100.0,0
2015-12-04T20:32:00,2015,12,4,Escuintla,14.07935,-90.75476,29.88,30.74,10.09,14.98,0.512,347.22,28.42,100.0,1
2015-12-18T22:50:00,2015,12,18,Huehuetenango,15.33747,-91.90355,25.89,54.27,7.24,6.56,0.556,325.02,38.37,99.07,0
2015-12-08T18:29:00,2015,12,8,Quiché,14.95344,-91.20081,36.77,65.95,18.77,3.77,0.747,336.26,40.17,100.0,1
2015-12-23T04:19:00,2015,12,23,Escuintla,14.07875,-90.62201,32.67,62.8,9.33,9.32,0.663,327.57,41.95,100.0,1
2015-12-01T13:43:00,2015,12,1,Huehuetenango,15.1718,-91.62443,29.75,52.91,8.93,2.24,0.616,326.88,23.41,84.91,0
2015-12-13T00:50:00,2015,12,13,Alta Verapaz,15.7102,-90.48984,33.55,73.67,9.48,20.38,0.372,338.14,56.62,100.0,1
2015-12-15T20:45:00,2015,12,15,Escuintla,14.26012,-90.61365,28.77,59.18,9.26,2.91,0.418,322.12,36.41,88.63,0
2015-12-25T08:45:00,2015,12,25,Izabal,15.87736,-88.66893,22.27,69.17,18.22,22.44,0.608,318.37,37.32,92.77,0
2015-12-16T20:03:00,2015,12,16,Quiché,15.31452,-90.77259,23.88,64.41,17.9,2.87,0.257,335.83,38.35,100.0,0
2015-12-20T01:40:00,2015,12,20,Zacapa,14.44641,-89.63286,24.87,63.43,13.92,0.0,0.172,343.28,31.52,71.65,0
2015-12-04T23:17:00,2015,12,4,Santa Rosa,14.00735,-90.46395,25.35,48.2,15.29,0.0,0.722,333.31,34.35,84.03,0
2015-12-16T16:45:00,2015,12,16,Zacapa,14.95059,-89.55485,23.78,72.32,18.7,8.13,0.597,343.31,48.99,100.0,0
2015-12-12T07:15:00,2015,12,12,Chiquimula,14.64566,-89.36674,25.64,68.0,15.36,10.35,0.374,337.59,40.93,100.0,1
2015-12-27T23:58:00,2015,12,27,Jutiapa,14.28131,-89.94134,30.99,53.42,7.09,0.0,0.595,337.45,40.76,100.0,1
2015-12-25T13:30:00,2015,12,25,Huehuetenango,15.12945,-91.35142,25.7,63.67,9.58,10.71,0.502,336.85,48.09,100.0,0
2015-12-22T13:02:00,2015,12,22,Izabal,15.28473,-88.57016,18.9,58.49,14.73,8.86,0.458,325.4,34.56,81.52,0
2015-12-06T12:56:00,2015,12,6,Escuintla,14.14253,-90.46538,32.3,58.76,5.04,23.46,0.854,344.93,41.53,100.0,0
2015-12-05T00:19:00,2015,12,5,Jutiapa,14.25389,-90.05272,29.68,81.84,6.04,10.9,0.793,318.89,27.06,77.01,0
2015-12-23T16:13:00,2015,12,23,Alta Verapaz,15.182,-90.58662,30.49,72.2,15.98,0.0,0.679,331.68,16.83,60.51,0
2015-12-24T13:49:00,2015,12,24,Huehuetenango,15.63917,-91.52958,22.82,64.17,8.67,1.2,0.59,335.56,54.18,100.0,0
2015-12-24T06:07:00,2015,12,24,Petén,17.01342,-89.6078,28.35,52.15,6.65,0.0,0.439,331.14,44.77,100.0,1
2015-12-13T12:38:00,2015,12,13,Zacapa,14.90588,-89.67624,32.13,56.23,13.34,1.64,0.606,345.53,32.7,96.26,1
2015-12-26T10:02:00,2015,12,26,Escuintla,14.01036,-90.91242,22.52,82.67,15.47,4.49,0.513,327.84,28.39,91.75,0
2015-12-26T18:00:00,2015,12,26,Huehuetenango,15.17395,-91.04666,22.04,80.39,20.25,5.03,0.594,330.4,35.93,100.0,0
2015-12-08T20:16:00,2015,12,8,Huehuetenango,15.34716,-91.5663,28.6,54.8,11.91,11.69,0.32,336.49,44.69,100.0,1
2015-12-16T03:14:00,2015,12,16,Jutiapa,14.59383,-89.68901,32.57,76.85,9.72,17.27,0.524,335.72,49.21,100.0,0
2015-12-17T16:14:00,2015,12,17,Jutiapa,14.64853,-90.16808,22.69,46.68,17.12,21.23,0.518,336.98,32.61,84.06,1
2015-12-04T17:19:00,2015,12,4,Petén,17.20244,-89.8114,25.23,59.17,10.64,12.79,0.297,342.29,34.48,100.0,0
2015-12-12T06:26:00,2015,12,12,Izabal,15.25636,-89.02083,30.84,68.87,15.95,16.89,0.819,338.86,54.18,100.0,0
2015-12-19T01:47:00,2015,12,19,Zacapa,14.86601,-89.71693,30.42,69.77,18.48,20.83,0.262,330.56,77.19,100.0,1
2015-12-22T06:36:00,2015,12,22,Quiché,15.00705,-91.01422,24.91,56.66,9.66,3.56,0.939,327.47,34.03,92.65,0
2015-12-03T10:44:00,2015,12,3,Alta Verapaz,15.395,-90.08825,27.57,55.93,14.04,8.04,0.632,337.67,40.32,100.0,0
2015-12-20T00:42:00,2015,12,20,Zacapa,15.07114,-89.37791,29.12,65.78,14.04,20.54,0.581,339.88,34.28,100.0,0
2015-12-23T04:01:00,2015,12,23,Izabal,15.84427,-89.40243,31.86,48.63,12.24,10.81,0.599,332.21,47.53,93.09,0
2015-12-17T19:54:00,2015,12,17,Escuintla,13.7562,-90.59295,29.82,75.68,14.44,7.16,0.541,332.81,54.65,100.0,0
2015-12-22T20:20:00,2015,12,22,Zacapa,15.08342,-89.42022,26.67,14.98,9.22,23.81,0.491,336.44,37.97,100.0,0
2015-12-21T01:15:00,2015,12,21,Santa Rosa,14.04236,-90.26267,31.71,41.92,14.9,2.75,0.428,336.01,35.78,98.31,1
2015-12-03T07:00:00,2015,12,3,Alta Verapaz,15.45381,-90.65714,20.36,39.36,18.28,19.03,0.189,338.93,53.34,100.0,1
2015-12-03T16:26:00,2015,12,3,Chiquimula,14.76084,-89.42134,32.0,68.01,17.76,25.52,0.529,357.65,59.57,100.0,1
2015-12-16T07:46:00,2015,12,16,Santa Rosa,13.86339,-90.66126,29.95,50.64,10.97,8.78,0.658,330.24,41.22,100.0,0
2015-12-24T01:50:00,2015,12,24,Santa Rosa,14.54936,-90.37389,31.41,58.65,7.26,13.68,0.66,345.83,21.26,91.84,0
2015-12-26T15:05:00,2015,12,26,Huehuetenango,15.89171,-91.19009,24.06,66.96,6.68,0.0,0.531,325.07,32.53,81.95,0
2016-01-09T10:29:00,2016,1,9,Zacapa,15.03786,-89.44647,32.73,52.54,5.25,4.05,0.207,332.62,35.36,85.2,0
2016-01-24T20:20:00,2016,1,24,Jutiapa,14.63516,-89.68104,29.62,50.48,10.65,2.72,0.705,342.12,27.65,98.24,0
2016-01-22T17:34:00,2016,1,22,Huehuetenango,15.07819,-91.57427,32.65,76.63,9.4,6.3,0.699,339.47,25.69,87.49,0
2016-01-08T01:42:00,2016,1,8,Chiquimula,14.63043,-89.4035,27.59,40.13,15.67,0.0,0.412,351.39,63.35,100.0,1
2016-01-22T02:06:00,2016,1,22,Izabal,15.80627,-89.16133,30.75,58.38,11.08,13.88,0.347,332.37,46.46,100.0,0
2016-01-05T05:53:00,2016,1,5,Quiché,14.66573,-90.9772,25.06,54.45,10.77,29.48,0.46,333.81,10.11,76.7,0
2016-01-09T19:25:00,2016,1,9,Jutiapa,14.41538,-90.74427,22.91,71.49,13.55,19.47,0.338,336.2,27.68,100.0,0
2016-01-01T11:30:00,2016,1,1,Alta Verapaz,15.6115,-90.51508,33.77,60.13,14.38,9.58,0.761,345.74,44.94,100.0,1
2016-01-10T01:03:00,2016,1,10,Escuintla,13.78348,-90.79125,22.33,62.47,10.75,29.39,0.653,340.51,38.86,100.0,0
2016-01-07T20:12:00,2016,1,7,Chiquimula,14.90577,-89.14155,24.58,57.16,0.1,0.86,0.414,321.88,18.29,55.31,0
2016-01-11T17:34:00,2016,1,11,Santa Rosa,14.27548,-90.41715,28.23,47.54,11.15,0.0,0.708,329.71,42.39,100.0,1
2016-01-17T07:29:00,2016,1,17,Petén,16.98586,-90.07456,26.41,44.03,12.25,14.82,0.287,335.95,26.75,72.37,0
2016-01-26T05:37:00,2016,1,26,Jutiapa,14.58224,-89.59798,29.08,65.15,7.58,10.89,0.385,326.11,50.85,100.0,0
2016-01-08T15:46:00,2016,1,8,Escuintla,14.11175,-90.90065,33.62,57.77,12.9,11.95,0.366,339.54,54.97,100.0,1
2016-01-26T13:03:00,2016,1,26,Izabal,15.26591,-88.98447,29.44,66.16,9.71,0.0,0.179,330.53,9.74,74.41,1
2016-01-13T21:11:00,2016,1,13,Izabal,15.63094,-89.37814,29.9,72.22,8.52,5.63,0.519,318.31,62.67,100.0,1
2016-01-26T13:36:00,2016,1,26,Chiquimula,14.69847,-89.88577,23.5,62.19,12.3,13.99,0.404,327.67,19.33,79.36,0
2016-01-18T02:42:00,2016,1,18,Alta Verapaz,15.49529,-90.54209,21.82,57.02,16.39,7.68,0.633,331.03,37.34,100.0,1
2016-01-06T04:38:00,2016,1,6,Escuintla,14.15574,-90.97027,17.53,57.61,14.41,19.84,0.578,329.38,38.66,100.0,0
2016-01-20T07:24:00,2016,1,20,Jutiapa,14.23046,-90.47838,28.61,49.74,10.97,18.69,0.524,334.14,40.95,93.06,0
2016-01-22T09:50:00,2016,1,22,Alta Verapaz,15.3414,-90.57145,24.02,68.6,5.41,10.91,0.748,324.92,31.9,95.47,0
2016-01-01T22:59:00,2016,1,1,Petén,16.94423,-89.74568,21.67,60.58,14.33,22.41,0.359,335.21,26.22,65.34,0
2016-01-03T21:42:00,2016,1,3,Zacapa,14.69202,-89.05482,27.09,63.51,16.0,31.82,0.568,351.48,38.31,100.0,0
2016-01-03T09:26:00,2016,1,3,Escuintla,13.73156,-90.87195,22.32,65.93,14.43,2.53,0.68,325.95,19.15,85.09,0
2016-01-21T23:37:00,2016,1,21,Chiquimula,14.83343,-89.13289,25.52,45.98,15.09,9.03,0.752,335.39,49.18,100.0,0
2016-01-04T22:45:00,2016,1,4,Petén,16.61261,-90.02656,29.76,56.85,6.79,25.5,0.508,343.3,32.58,100.0,0
2016-01-10T17:45:00,2016,1,10,Santa Rosa,14.4873,-89.96628,26.05,56.61,11.74,1.12,0.529,341.6,40.31,100.0,0
2016-01-12T13:16:00,2016,1,12,Santa Rosa,13.93225,-90.38884,22.13,55.06,6.43,0.0,0.85,322.39,27.77,77.09,0
2016-01-11T06:01:00,2016,1,11,Quiché,14.81505,-91.07766,33.67,69.37,15.95,0.0,0.606,335.24,46.3,100.0,1
2016-02-12T19:08:00,2016,2,12,Quiché,14.81015,-90.50179,29.47,65.72,16.68,3.62,0.513,329.25,26.78,83.46,0
2016-02-19T21:57:00,2016,2,19,Izabal,15.99611,-88.73777,34.89,53.78,1.29,2.18,0.465,343.21,26.71,91.2,0
2016-02-19T01:00:00,2016,2,19,Huehuetenango,15.3825,-91.17848,33.95,66.8,18.83,7.67,0.312,347.3,45.32,100.0,0
2016-02-24T03:08:00,2016,2,24,Zacapa,14.84265,-89.3158,33.02,72.66,15.3,1.37,0.371,337.67,50.87,100.0,1
2016-02-18T15:33:00,2016,2,18,Izabal,15.48882,-89.14517,24.45,70.49,6.18,10.98,0.667,321.21,11.27,30.55,0
2016-02-19T01:01:00,2016,2,19,Zacapa,14.71082,-89.81096,31.22,48.55,20.22,18.21,0.745,350.66,47.75,100.0,1
2016-02-03T21:48:00,2016,2,3,Izabal,15.69696,-89.31438,28.94,59.0,15.28,4.13,0.363,331.99,47.87,100.0,0
2016-02-23T12:31:00,2016,2,23,Jutiapa,14.35105,-90.0947,28.58,64.72,13.09,12.86,0.357,335.56,43.4,100.0,0
2016-02-14T19:07:00,2016,2,14,Jutiapa,14.50143,-90.22931,22.95,54.51,4.7,11.99,0.467,313.64,50.06,100.0,0
2016-02-15T04:04:00,2016,2,15,Santa Rosa,14.25106,-90.14887,21.75,73.72,11.73,21.21,0.511,305.9,13.53,51.5,0
2016-02-10T20:14:00,2016,2,10,Izabal,15.76034,-89.01893,26.42,84.19,6.11,0.13,0.463,318.36,25.86,80.28,0
2016-02-07T16:43:00,2016,2,7,Petén,16.89817,-89.8853,21.94,53.38,11.07,2.41,0.755,327.44,12.41,54.16,0
2016-02-20T20:53:00,2016,2,20,Escuintla,14.43715,-90.65103,29.53,58.31,10.55,4.87,0.428,326.6,52.71,100.0,0
2016-02-04T15:59:00,2016,2,4,Jutiapa,14.37748,-89.80257,31.49,68.02,10.26,10.34,0.751,337.2,28.34,95.14,0
2016-02-17T03:57:00,2016,2,17,Escuintla,13.63892,-91.0306,20.94,54.75,14.15,14.42,0.783,329.39,24.55,66.35,0
2016-02-27T23:09:00,2016,2,27,Izabal,15.75566,-88.81182,30.19,73.32,17.47,10.68,0.414,335.76,35.42,100.0,0
2016-02-01T08:15:00,2016,2,1,Alta Verapaz,15.42921,-90.86492,31.64,67.75,14.8,17.55,0.628,340.72,33.32,97.88,0
2016-02-03T13:21:00,2016,2,3,Escuintla,14.02614,-91.19158,28.92,68.87,23.06,10.08,0.383,342.44,58.64,100.0,1
2016-02-24T22:03:00,2016,2,24,Jutiapa,14.53546,-89.88615,24.59,61.86,18.09,0.0,0.566,341.75,34.09,83.16,1
2016-02-07T20:35:00,2016,2,7,Quiché,15.02884,-91.25005,36.14,55.57,12.95,9.11,0.352,337.45,66.41,100.0,1
2016-02-06T11:14:00,2016,2,6,Huehuetenango,15.20055,-91.23179,37.85,82.37,17.27,15.16,0.739,340.57,60.59,100.0,1
2016-02-11T00:45:00,2016,2,11,Petén,17.02686,-89.80963,28.06,60.78,16.47,12.84,0.606,334.78,28.17,83.72,0
2016-02-22T21:58:00,2016,2,22,Quiché,14.84466,-90.76353,25.44,48.03,12.52,20.22,0.498,337.21,40.94,94.43,1
2016-02-19T02:20:00,2016,2,19,Chiquimula,14.70971,-89.075,29.27,55.77,14.63,0.0,0.222,334.8,51.73,100.0,1
2016-02-02T21:00:00,2016,2,2,Escuintla,14.27608,-90.86238,23.33,52.48,7.07,17.8,0.814,325.2,37.9,100.0,0
2016-02-24T01:24:00,2016,2,24,Petén,16.79462,-89.91074,24.05,43.56,9.06,23.36,0.587,328.94,28.22,98.14,0
2016-02-14T19:08:00,2016,2,14,Huehuetenango,15.2215,-91.56743,26.0,77.96,10.62,16.4,0.687,317.28,48.98,100.0,0
2016-02-09T19:48:00,2016,2,9,Chiquimula,15.02254,-89.39069,25.5,53.26,17.48,9.42,0.393,329.82,38.87,100.0,0
2016-02-04T07:16:00,2016,2,4,Izabal,15.74749,-88.6579,27.64,78.83,15.76,10.14,0.843,336.73,25.39,74.0,0
2016-02-05T03:56:00,2016,2,5,Jutiapa,14.45609,-89.7888,29.74,54.07,16.72,0.0,0.529,329.7,40.51,90.47,0
2016-02-06T04:34:00,2016,2,6,Huehuetenango,15.30136,-91.72629,25.13,45.9,8.42,5.66,0.624,331.45,44.53,100.0,0
2016-02-04T08:49:00,2016,2,4,Chiquimula,14.89891,-89.31492,28.2,57.65,15.36,0.8,0.525,344.45,48.72,100.0,1
2016-02-13T17:37:00,2016,2,13,Zacapa,14.33664,-89.01744,29.71,71.48,3.42,7.04,0.478,324.95,7.64,54.35,0
2016-02-17T15:35:00,2016,2,17,Escuintla,14.2428,-90.86152,26.98,63.16,5.51,8.08,0.497,331.28,37.7,95.11,0
2016-02-11T19:54:00,2016,2,11,Jutiapa,14.44178,-89.79513,21.26,64.41,17.57,9.92,0.535,329.57,36.44,89.05,0
2016-02-03T20:53:00,2016,2,3,Huehuetenango,15.27846,-91.7301,35.76,70.51,18.21,12.77,0.398,357.18,42.23,100.0,1
2016-02-02T01:53:00,2016,2,2,Quiché,14.61429,-90.63323,30.1,45.91,8.24,14.52,0.558,342.6,40.19,100.0,1
2016-02-03T01:03:00,2016,2,3,Petén,16.59057,-90.10972,31.15,62.87,11.89,14.82,0.404,343.97,30.52,100.0,0
2016-02-23T11:33:00,2016,2,23,Petén,17.02386,-90.05137,31.97,59.89,23.29,6.08,0.371,349.58,50.63,100.0,1
2016-02-17T08:08:00,2016,2,17,Petén,16.78775,-89.79324,38.71,70.85,14.3,14.64,0.824,336.28,46.47,94.36,1
2016-02-07T16:56:00,2016,2,7,Quiché,15.1866,-91.2489,26.63,59.43,8.57,24.35,0.577,333.91,38.76,100.0,0
2016-02-19T20:30:00,2016,2,19,Escuintla,13.97796,-90.37806,27.02,74.17,13.28,4.32,0.414,345.38,62.9,100.0,1
2016-02-19T09:05:00,2016,2,19,Izabal,15.60114,-89.08715,21.92,61.16,13.25,9.62,0.518,325.83,40.06,100.0,0
2016-02-14T02:12:00,2016,2,14,Escuintla,14.20884,-90.8494,20.08,83.24,20.74,12.47,0.391,320.9,36.42,91.69,0
2016-02-16T20:04:00,2016,2,16,Jutiapa,14.34088,-90.05703,22.87,41.48,13.72,6.57,0.848,338.6,49.85,100.0,0
2016-02-21T18:18:00,2016,2,21,Huehuetenango,15.85127,-91.83071,26.66,68.72,15.05,1.19,0.623,337.04,45.4,100.0,1
2016-02-17T23:33:00,2016,2,17,Chiquimula,14.91663,-89.68414,24.75,65.7,16.7,14.78,0.265,337.49,34.05,92.26,0
2016-02-06T12:15:00,2016,2,6,Petén,17.12809,-89.71719,23.44,45.18,6.89,16.78,0.511,343.88,32.94,100.0,0
2016-02-24T00:50:00,2016,2,24,Quiché,14.72999,-90.80104,28.57,98.0,13.56,5.75,0.403,333.88,43.55,99.1,0
2016-02-17T19:28:00,2016,2,17,Petén,17.2238,-89.56207,26.54,81.06,13.13,9.4,0.71,321.09,24.49,70.48,0
2016-02-10T12:41:00,2016,2,10,Quiché,15.24635,-90.79506,27.79,66.14,19.19,19.11,0.537,334.96,56.32,100.0,0
2016-02-13T12:59:00,2016,2,13,Petén,16.67889,-89.57024,21.63,55.98,7.76,10.92,0.565,326.42,20.18,91.71,0
2016-02-06T19:32:00,2016,2,6,Huehuetenango,15.54827,-91.86405,35.42,45.88,7.06,11.29,0.415,339.72,34.79,87.94,0
2016-02-15T19:21:00,2016,2,15,Izabal,15.18508,-88.88085,30.37,47.09,14.83,19.05,0.531,338.3,32.01,98.18,1
2016-02-08T03:52:00,2016,2,8,Chiquimula,15.05033,-89.56405,30.92,48.03,23.88,16.21,0.439,363.43,51.73,100.0,1
2016-02-16T17:32:00,2016,2,16,Petén,17.42029,-89.77675,27.19,63.17,13.38,9.92,0.814,325.7,43.17,99.95,0
2016-02-12T20:07:00,2016,2,12,Chiquimula,15.03588,-89.86536,27.45,41.77,19.72,0.0,0.604,341.11,67.49,100.0,1
2016-02-08T16:32:00,2016,2,8,Petén,16.64041,-90.20435,29.66,73.0,14.81,0.0,0.688,339.54,34.13,100.0,0
2016-02-04T04:13:00,2016,2,4,Quiché,14.93555,-91.26073,25.54,52.11,6.8,3.17,0.844,325.36,33.63,70.42,0
2016-02-03T01:01:00,2016,2,3,Zacapa,14.93678,-89.61097,31.48,22.56,11.52,2.58,0.509,357.37,46.21,100.0,1
2016-02-18T07:01:00,2016,2,18,Izabal,15.74754,-89.16845,34.58,64.55,22.37,21.1,0.664,338.56,49.57,100.0,1
2016-02-13T14:31:00,2016,2,13,Escuintla,14.43126,-90.81673,26.6,59.91,5.57,11.91,0.459,319.65,25.21,64.54,0
2016-02-04T14:52:00,2016,2,4,Zacapa,15.12515,-89.35993,22.61,56.23,15.97,15.83,0.606,338.96,35.07,98.42,0
2016-02-15T20:58:00,2016,2,15,Izabal,15.79942,-89.13104,26.82,33.9,6.82,13.96,0.583,323.6,28.01,74.96,0
2016-02-16T16:46:00,2016,2,16,Zacapa,14.78263,-89.76874,31.16,45.86,21.88,11.9,0.492,346.23,24.97,84.92,1
2016-02-21T02:24:00,2016,2,21,Petén,16.82742,-89.74639,22.73,70.18,8.94,0.0,0.567,333.48,15.82,72.83,0
2016-02-10T18:27:00,2016,2,10,Petén,17.04462,-89.60399,33.32,79.41,12.63,14.52,0.454,325.78,38.4,95.66,0
2016-02-09T12:02:00,2016,2,9,Izabal,15.7315,-89.36354,35.98,69.95,13.56,15.55,0.472,328.76,50.7,88.43,1
2016-02-26T02:14:00,2016,2,26,Jutiapa,14.29919,-90.0118,32.13,46.9,14.48,27.29,0.379,340.81,53.03,100.0,1
2016-02-27T14:46:00,2016,2,27,Zacapa,14.96962,-89.77521,23.9,68.42,13.17,1.83,0.308,321.61,17.51,61.15,0
2016-03-10T16:06:00,2016,3,10,Escuintla,13.71011,-90.84216,31.31,20.71,12.43,1.8,0.448,332.28,43.24,96.45,1
2016-03-16T02:57:00,2016,3,16,Zacapa,15.39823,-89.5127,33.98,37.18,6.75,1.94,0.287,338.41,44.34,90.05,1
2016-03-23T06:47:00,2016,3,23,Santa Rosa,14.04919,-90.01901,29.05,44.46,17.41,3.67,0.337,336.55,34.13,98.57,1
2016-03-22T15:13:00,2016,3,22,Chiquimula,14.87247,-89.57799,30.15,48.52,9.78,4.56,0.458,338.18,37.26,96.69,1
2016-03-20T03:37:00,2016,3,20,Jutiapa,14.40146,-90.15161,37.71,66.25,11.27,5.81,0.444,331.83,36.73,84.66,1
2016-03-02T17:53:00,2016,3,2,Santa Rosa,13.86955,-90.26278,34.6,54.03,17.21,2.12,0.846,331.27,52.71,100.0,1
2016-03-05T11:11:00,2016,3,5,Santa Rosa,14.36234,-89.95105,34.1,38.1,18.27,2.89,0.289,348.52,39.13,100.0,1
2016-03-17T18:43:00,2016,3,17,Petén,17.00683,-89.91581,25.64,42.2,13.88,2.28,0.457,334.85,47.98,100.0,1
